AcX,AcY,AcZ,FSR A,FSR B
,,,,
15772,-3248,5640,1531,0
,,,,
15688,-3280,5828,1531,0
,,,,
15856,-3512,5796,1531,0
,,,,
15944,-3616,5592,1512,0
,,,,
16040,-3560,5656,1568,0
,,,,
16096,-3648,5472,1531,0
,,,,
15948,-3704,5336,1535,0
,,,,
15792,-3652,5348,1543,0
,,,,
15700,-3692,5368,1535,0
,,,,
15872,-3696,5476,1553,0
,,,,
15760,-3736,5520,1534,0
,,,,
15888,-3676,5568,1534,0
,,,,
15832,-3688,5532,1522,0
,,,,
15828,-3324,5492,1535,0
,,,,
15772,-3292,5544,1519,0
,,,,
15748,-3148,5468,1529,0
,,,,
15704,-3136,5648,1530,0
,,,,
15648,-3288,5612,1526,0
,,,,
15896,-3628,5668,1533,0
,,,,
16196,-4008,5592,1528,0
,,,,
15952,-4432,5564,1522,0
,,,,
15732,-4528,5572,1521,0
,,,,
15588,-4368,5696,1525,0
,,,,
15888,-4380,5580,1534,0
,,,,
15880,-4196,5844,1487,0
,,,,
15868,-3992,5740,1525,0
,,,,
16400,-3560,5864,1526,0
,,,,
16552,-3296,5988,1520,0
,,,,
16228,-3316,6048,1506,0
,,,,
15924,-3436,5772,1485,0
,,,,
15636,-3668,5516,1522,0
,,,,
15312,-3800,5464,1522,0
,,,,
15508,-3884,5428,1520,0
,,,,
15528,-3940,5320,1502,0
,,,,
15704,-3676,5420,1558,0
,,,,
15928,-3388,5776,1520,0
,,,,
15692,-3252,5800,1520,0
,,,,
15916,-3132,5964,1520,0
,,,,
15968,-3304,5764,1502,0
,,,,
15608,-3624,5748,1520,0
,,,,
15640,-3940,5476,1520,0
,,,,
15748,-4108,5488,1520,0
,,,,
15780,-4104,5664,1520,0
,,,,
15956,-4136,5832,1493,0
,,,,
15960,-3816,6004,1520,0
,,,,
15868,-3592,6124,1520,0
,,,,
15636,-3560,5888,1516,0
,,,,
15476,-3712,5664,1518,0
,,,,
15548,-3796,5828,1514,0
,,,,
15628,-3768,6060,1520,0
,,,,
15940,-3804,6228,1520,0
,,,,
16332,-4132,6560,1520,0
,,,,
15608,-4620,6436,1514,0
,,,,
15652,-4944,6280,1509,0
,,,,
15704,-4912,6040,1521,0
,,,,
15616,-4764,5592,1520,0
,,,,
15516,-4620,5656,1519,0
,,,,
16168,-4204,5880,1515,0
,,,,
16624,-3720,6360,1554,0
,,,,
16592,-3524,6796,1518,0
,,,,
16024,-3460,6172,1520,0
,,,,
15664,-3368,5796,1520,0
,,,,
15124,-3344,5176,1522,0
,,,,
14912,-3484,5216,1558,0
,,,,
15036,-3700,5048,1519,0
,,,,
15716,-3392,5304,1518,0
,,,,
16164,-3172,5508,1514,0
,,,,
15788,-3152,5880,1531,0
,,,,
15688,-3120,6036,1490,0
,,,,
15864,-3100,5852,1535,0
,,,,
15700,-3036,5616,1519,0
,,,,
15480,-3164,5312,1519,0
,,,,
15648,-3140,5312,1522,0
,,,,
15624,-3380,5540,1488,0
,,,,
15448,-3812,5844,1555,0
,,,,
15588,-3956,6292,1499,0
,,,,
15636,-3776,5988,1518,0
,,,,
15848,-3456,6032,1520,0
,,,,
15880,-3304,5980,1524,0
,,,,
15776,-3372,6068,1554,0
,,,,
15700,-3296,6116,1520,0
,,,,
15676,-3556,6352,1518,0
,,,,
15788,-3732,6160,1520,0
,,,,
15824,-3708,6164,1520,0
,,,,
15664,-3728,6296,1470,0
,,,,
15680,-3964,6364,1514,0
,,,,
15884,-4044,6356,1511,0
,,,,
15836,-4024,6280,1516,0
,,,,
15988,-3776,6320,1488,0
,,,,
15848,-3612,6224,1463,0
,,,,
15704,-3660,6276,1502,0
,,,,
15588,-3696,6280,1503,0
,,,,
15656,-3976,6388,1504,0
,,,,
15648,-3964,6096,1487,0
,,,,
15696,-3872,6004,1528,0
,,,,
15704,-3660,5972,1506,0
,,,,
15844,-3664,6132,1512,0
,,,,
15824,-3596,6184,1502,0
,,,,
15684,-3384,6072,1510,0
,,,,
15652,-3388,5988,1488,0
,,,,
15588,-3476,5916,1505,0
,,,,
15656,-3364,5812,1504,0
,,,,
15504,-3432,5708,1505,0
,,,,
15536,-3256,5840,1477,0
,,,,
15512,-3276,6212,1505,0
,,,,
15788,-3544,6092,1503,0
,,,,
15764,-3792,6148,1505,0
,,,,
15556,-3716,5984,1501,0
,,,,
15720,-3880,5828,1505,0
,,,,
15948,-3892,5936,1508,0
,,,,
15976,-3972,6192,1504,0
,,,,
16112,-3788,6320,1501,0
,,,,
16128,-3976,6304,1488,0
,,,,
16116,-3964,5980,1498,0
,,,,
15644,-3840,5936,1508,0
,,,,
15684,-3696,6064,1507,0
,,,,
16040,-3944,6336,1504,0
,,,,
15864,-4448,6196,1506,0
,,,,
15912,-4332,5912,1533,0
,,,,
15752,-3924,5520,1507,0
,,,,
15724,-3476,5408,1503,0
,,,,
15576,-3376,5564,1505,0
,,,,
15540,-3372,5824,1518,0
,,,,
15512,-3644,5932,1535,0
,,,,
15612,-4088,5736,1515,0
,,,,
15852,-4052,5244,1509,0
,,,,
15672,-3904,4828,1507,0
,,,,
15792,-3460,5052,1515,0
,,,,
15884,-3240,5396,1520,0
,,,,
15708,-3492,5724,1513,0
,,,,
15704,-3660,5660,1502,0
,,,,
15892,-3640,5584,1511,0
,,,,
15796,-3504,5048,1507,0
,,,,
15728,-3832,5348,1481,0
,,,,
16108,-3992,5576,1495,0
,,,,
16140,-4300,5412,1499,0
,,,,
16196,-4224,5456,1509,0
,,,,
16140,-3848,5520,1505,0
,,,,
16140,-3568,5756,1545,0
,,,,
15888,-3480,5704,1545,0
,,,,
15996,-3592,5768,1505,0
,,,,
15896,-3892,5600,1514,0
,,,,
15908,-4172,5416,1502,0
,,,,
15972,-4340,5420,1514,0
,,,,
16088,-4180,5268,1477,0
,,,,
15924,-4024,5544,1506,0
,,,,
15928,-3560,5252,1507,0
,,,,
15672,-3160,5244,1504,0
,,,,
15596,-2984,5444,1488,0
,,,,
15728,-3032,5592,1479,0
,,,,
15832,-3412,5500,1506,0
,,,,
15624,-3868,5208,1503,0
,,,,
15680,-3612,4904,1501,0
,,,,
15788,-3004,4920,1493,0
,,,,
15804,-2876,5016,1514,0
,,,,
15492,-3012,5264,1513,0
,,,,
15608,-3248,5380,1511,0
,,,,
15780,-3440,5160,1505,0
,,,,
15740,-3568,4996,1520,0
,,,,
15828,-3508,4912,1516,0
,,,,
15956,-3488,5080,1508,0
,,,,
15964,-3544,5104,1514,0
,,,,
15764,-3272,5164,1491,0
,,,,
15768,-3216,5332,1514,0
,,,,
15972,-2892,5368,1545,0
,,,,
15880,-2892,5292,1510,0
,,,,
16024,-2996,5220,1506,0
,,,,
16024,-2928,5172,1495,0
,,,,
15676,-3152,4992,1514,0
,,,,
15540,-3032,4884,1547,0
,,,,
15516,-2960,5024,1507,0
,,,,
15432,-2936,5008,1505,0
,,,,
15288,-2916,5036,1517,0
,,,,
15336,-2680,5076,1508,0
,,,,
15048,-2648,5176,1481,0
,,,,
14760,-2460,4920,1507,0
,,,,
14216,-2488,4872,1506,0
,,,,
14160,-2480,4856,1515,0
,,,,
14564,-2224,4976,1505,0
,,,,
14880,-2344,5216,1477,0
,,,,
14876,-2644,5252,1495,0
,,,,
14780,-2868,5328,1500,0
,,,,
14680,-3140,5176,1495,0
,,,,
14448,-3232,5204,1503,0
,,,,
14448,-3480,5504,1520,0
,,,,
14416,-3768,5384,1488,0
,,,,
14048,-3984,5360,1476,0
,,,,
14068,-3880,5416,1477,0
,,,,
14352,-3808,5272,1488,0
,,,,
14176,-3856,5488,1505,0
,,,,
13740,-4108,5244,1479,0
,,,,
13432,-4544,5220,1499,0
,,,,
13260,-4668,5316,1499,0
,,,,
12916,-4816,5244,1511,0
,,,,
12812,-4740,5308,1472,0
,,,,
12672,-4512,5612,1502,0
,,,,
12648,-5128,5708,1503,0
,,,,
12956,-5392,5912,1499,0
,,,,
12676,-5736,5532,1479,0
,,,,
12236,-5928,5612,1472,0
,,,,
12184,-5932,6080,1499,0
,,,,
12160,-6672,6308,1475,0
,,,,
12612,-7268,6712,1470,0
,,,,
12580,-7788,6756,1451,0
,,,,
12548,-7920,6920,1451,0
,,,,
12236,-7768,6848,1456,0
,,,,
11524,-7816,6476,1455,0
,,,,
10572,-7720,6700,1455,0
,,,,
10064,-8196,6788,1451,0
,,,,
10212,-9260,7064,1442,0
,,,,
10852,-9764,7344,1456,0
,,,,
11052,-9704,7244,1491,0
,,,,
9880,-9984,6808,1488,0
,,,,
9320,-10228,6776,1493,0
,,,,
9188,-10312,6688,1529,0
,,,,
9108,-9736,6608,1495,0
,,,,
8508,-9356,6812,1501,0
,,,,
8060,-9320,7080,1499,0
,,,,
8288,-9764,7200,1498,0
,,,,
8276,-10804,6896,1550,0
,,,,
8068,-11604,6476,1507,0
,,,,
7524,-11700,6168,1506,0
,,,,
6604,-12148,6436,1509,0
,,,,
6232,-12636,7220,1507,0
,,,,
6940,-12916,7972,1481,0
,,,,
7584,-12948,8144,1513,0
,,,,
7500,-13612,7796,1510,0
,,,,
6756,-14240,7572,1510,0
,,,,
6004,-15444,7284,1510,0
,,,,
5748,-16532,7516,1488,0
,,,,
5484,-17252,7484,1523,0
,,,,
5956,-16820,8016,1531,0
,,,,
6268,-16600,7936,1528,0
,,,,
5452,-16992,8004,1531,0
,,,,
4936,-17612,8012,1550,0
,,,,
4900,-17756,7872,1526,0
,,,,
4652,-17412,7392,1547,0
,,,,
3948,-17368,7172,1550,0
,,,,
3436,-17704,7316,1565,0
,,,,
4192,-17960,7720,1569,0
,,,,
4792,-17872,7652,1562,0
,,,,
4296,-17588,6988,1559,0
,,,,
3260,-17528,6540,1557,0
,,,,
2624,-17848,6280,1567,0
,,,,
2588,-18604,6524,1552,0
,,,,
2968,-18708,6520,1563,0
,,,,
3196,-18256,6724,1562,0
,,,,
2480,-18236,6412,1563,0
,,,,
2116,-18252,6240,1574,0
,,,,
2292,-18520,6036,1549,0
,,,,
1940,-18784,5780,1567,0
,,,,
1448,-18884,5700,1568,0
,,,,
1484,-19024,5636,1577,0
,,,,
1780,-18640,5708,1581,0
,,,,
1672,-18080,5392,1519,0
,,,,
1092,-17460,5116,1567,0
,,,,
560,-17056,5256,1571,0
,,,,
684,-17216,5420,1569,0
,,,,
1012,-17864,5172,1577,0
,,,,
1256,-18024,5048,1552,0
,,,,
1088,-18008,4920,1548,0
,,,,
1068,-17756,5020,1570,0
,,,,
984,-17620,4984,1571,0
,,,,
932,-17704,4952,1582,0
,,,,
512,-17432,4888,1577,0
,,,,
488,-17324,4964,1583,0
,,,,
416,-17332,4908,1570,0
,,,,
448,-17504,4972,1567,0
,,,,
584,-17432,5216,1578,0
,,,,
696,-17496,5208,1567,0
,,,,
548,-17760,4900,1535,0
,,,,
332,-17588,5008,1570,0
,,,,
212,-17420,4908,1573,0
,,,,
180,-17092,5072,1573,0
,,,,
296,-16800,5032,1568,0
,,,,
240,-16900,4872,1535,0
,,,,
256,-16992,4976,1578,0
,,,,
224,-16952,4848,1569,0
,,,,
76,-16912,4456,1569,0
,,,,
104,-16828,4656,1571,0
,,,,
64,-16712,4652,1602,0
,,,,
164,-16684,4704,1570,0
,,,,
-4,-16584,4936,1567,0
,,,,
68,-16568,4604,1573,0
,,,,
32,-16568,4536,1569,0
,,,,
144,-16772,4608,1597,0
,,,,
148,-16780,4644,1569,0
,,,,
112,-16812,4576,1568,0
,,,,
136,-16792,4600,1579,0
,,,,
48,-16640,4736,1569,0
,,,,
272,-16652,4660,1517,0
,,,,
168,-16612,4764,1570,0
,,,,
132,-16612,4612,1569,0
,,,,
196,-16700,4400,1577,0
,,,,
156,-16692,4420,1558,0
,,,,
344,-16668,4404,1520,0
,,,,
308,-16788,4236,1568,0
,,,,
520,-16772,4296,1571,0
,,,,
548,-16584,4404,1570,0
,,,,
312,-16356,4200,1561,0
,,,,
324,-16228,4420,1605,0
,,,,
284,-16308,4272,1569,0
,,,,
404,-16416,4260,1568,0
,,,,
476,-16416,4360,1565,0
,,,,
620,-16468,4348,1572,0
,,,,
580,-16456,4156,1600,0
,,,,
636,-16548,4056,1566,0
,,,,
656,-16548,3860,1566,0
,,,,
764,-16472,4096,1570,0
,,,,
736,-16448,3980,1573,0
,,,,
796,-16260,3944,1584,0
,,,,
756,-15996,4076,1564,0
,,,,
776,-16048,4072,1555,0
,,,,
820,-16012,3928,1570,0
,,,,
840,-16020,3856,1562,0
,,,,
936,-16256,4024,1577,0
,,,,
1004,-16308,3916,1565,0
,,,,
1000,-16232,4040,1563,0
,,,,
816,-16180,3896,1565,0
,,,,
880,-16128,3848,1563,0
,,,,
992,-16008,3964,1552,0
,,,,
952,-15908,3820,1566,0
,,,,
848,-15736,4088,1567,0
,,,,
944,-15732,4320,1562,0
,,,,
956,-15836,4232,1559,0
,,,,
924,-15964,3820,1549,0
,,,,
648,-15976,3796,1560,0
,,,,
808,-15936,3872,1557,0
,,,,
684,-15972,3860,1558,0
,,,,
796,-16108,3908,1561,0
,,,,
996,-16136,3888,1587,0
,,,,
1104,-16128,3960,1558,0
,,,,
1020,-16188,4008,1555,0
,,,,
812,-16156,3980,1562,0
,,,,
840,-16160,4092,1559,0
,,,,
956,-16116,4240,1580,0
,,,,
1036,-16340,4104,1557,0
,,,,
1172,-16412,4036,1558,0
,,,,
1044,-16308,4000,1562,0
,,,,
984,-16208,3984,1558,0
,,,,
964,-16008,4016,1519,0
,,,,
1160,-16248,4356,1556,0
,,,,
1392,-16304,4420,1559,0
,,,,
1392,-16412,4292,1561,0
,,,,
1380,-16416,4184,1552,0
,,,,
1304,-16412,4048,1511,0
,,,,
1228,-16348,4116,1563,0
,,,,
1140,-16492,3984,1557,0
,,,,
1308,-16388,4112,1561,0
,,,,
1220,-16408,4144,1550,0
,,,,
1344,-16296,4212,1595,0
,,,,
1236,-16216,4148,1565,0
,,,,
1072,-16276,4340,1557,0
,,,,
1180,-16252,4276,1559,0
,,,,
1248,-16172,4068,1574,0
,,,,
1308,-16224,3992,1601,0
,,,,
1248,-16088,4004,1559,0
,,,,
1192,-16104,3980,1558,0
,,,,
1080,-16032,3944,1561,0
,,,,
1232,-16188,4184,1573,0
,,,,
1308,-16348,4216,1552,0
,,,,
1332,-16400,4068,1565,0
,,,,
1320,-16264,4008,1557,0
,,,,
1228,-16128,4164,1558,0
,,,,
1012,-16088,4048,1558,0
,,,,
1156,-16192,4328,1552,0
,,,,
1316,-16340,4284,1561,0
,,,,
1264,-16300,4328,1561,0
,,,,
1108,-16360,4212,1557,0
,,,,
1384,-16368,4208,1559,0
,,,,
1380,-16340,4328,1571,0
,,,,
1316,-16240,4440,1563,0
,,,,
1112,-16056,4292,1558,0
,,,,
1120,-16088,4312,1558,0
,,,,
1140,-16108,4536,1552,0
,,,,
1212,-16144,4380,1590,0
,,,,
1092,-16188,4288,1581,0
,,,,
976,-16284,4152,1551,0
,,,,
988,-16252,4140,1552,0
,,,,
1140,-16176,4208,1547,0
,,,,
1308,-16104,4388,1506,0
,,,,
1312,-16228,4628,1501,0
,,,,
1320,-16188,4680,1535,0
,,,,
1344,-15920,4684,1527,0
,,,,
1428,-15912,4516,1531,0
,,,,
1284,-15880,4388,1506,0
,,,,
1300,-15940,4356,1569,0
,,,,
1380,-16024,4440,1530,0
,,,,
1360,-16012,4372,1527,0
,,,,
1232,-16052,4556,1527,0
,,,,
1244,-15908,4432,1546,0
,,,,
1224,-15980,4492,1553,0
,,,,
1428,-15948,4508,1529,0
,,,,
1432,-15932,4400,1529,0
,,,,
1464,-15996,4160,1510,0
,,,,
1232,-16108,4520,1547,0
,,,,
1272,-16204,4476,1525,0
,,,,
1316,-16428,4556,1524,0
,,,,
1268,-16424,4420,1526,0
,,,,
1304,-16376,4376,1516,0
,,,,
1420,-16388,4420,1523,0
,,,,
1312,-16396,4576,1551,0
,,,,
1264,-16184,4620,1526,0
,,,,
1152,-16148,4624,1532,0
,,,,
1192,-16080,4664,1543,0
,,,,
1316,-16196,4552,1530,0
,,,,
1308,-16224,4564,1514,0
,,,,
1136,-16248,4392,1527,0
,,,,
1180,-16236,4412,1526,0
,,,,
1200,-16224,4364,1543,0
,,,,
1080,-16280,4236,1530,0
,,,,
1188,-16392,4176,1507,0
,,,,
1228,-16232,4140,1529,0
,,,,
1172,-16128,4396,1530,0
,,,,
984,-16076,4352,1527,0
,,,,
1180,-16196,4300,1533,0
,,,,
1052,-16252,4316,1535,0
,,,,
1252,-16304,4152,1530,0
,,,,
1220,-16316,4208,1530,0
,,,,
988,-16308,4268,1525,0
,,,,
984,-16200,4028,1550,0
,,,,
948,-16088,4156,1521,0
,,,,
1016,-16088,4056,1525,0
,,,,
1068,-16184,4188,1533,0
,,,,
1168,-16220,4136,1533,0
,,,,
1148,-16312,4176,1545,0
,,,,
1052,-16260,3916,1507,0
,,,,
964,-16184,4144,1527,0
,,,,
956,-16192,4248,1530,0
,,,,
980,-16204,4208,1535,0
,,,,
1028,-16292,4364,1505,0
,,,,
976,-16036,4324,1491,0
,,,,
896,-15988,4356,1526,0
,,,,
832,-15992,4348,1525,0
,,,,
968,-16188,4208,1526,0
,,,,
884,-16284,4276,1521,0
,,,,
884,-16404,4192,1573,0
,,,,
868,-16500,4208,1527,0
,,,,
832,-16332,4148,1531,0
,,,,
916,-16296,4228,1520,0
,,,,
952,-16196,4228,1529,0
,,,,
832,-16240,4244,1568,0
,,,,
788,-16292,4196,1530,0
,,,,
656,-16232,3812,1526,0
,,,,
636,-16264,4024,1531,0
,,,,
616,-16384,4052,1535,0
,,,,
652,-16484,3932,1497,0
,,,,
580,-16620,4044,1533,0
,,,,
660,-16484,3888,1526,0
,,,,
560,-16456,3896,1531,0
,,,,
764,-16480,4016,1530,0
,,,,
680,-16416,3860,1552,0
,,,,
500,-16468,4012,1530,0
,,,,
624,-16380,4068,1529,0
,,,,
624,-16516,4148,1530,0
,,,,
644,-16572,4164,1535,0
,,,,
828,-16672,4120,1533,0
,,,,
712,-16812,4256,1535,0
,,,,
632,-16944,4036,1533,0
,,,,
672,-16864,4020,1535,0
,,,,
1000,-16960,4172,1535,0
,,,,
940,-16876,4404,1501,0
,,,,
984,-16628,4440,1535,0
,,,,
764,-16636,4312,1535,0
,,,,
876,-16592,4028,1535,0
,,,,
848,-16688,4168,1552,0
,,,,
840,-16640,4092,1507,0
,,,,
680,-16624,4164,1535,0
,,,,
756,-16464,4064,1535,0
,,,,
880,-16492,4144,1533,0
,,,,
732,-16388,4124,1549,0
,,,,
808,-16252,3908,1515,0
,,,,
676,-16260,4036,1532,0
,,,,
732,-16224,4076,1533,0
,,,,
808,-16328,3968,1529,0
,,,,
924,-16272,4076,1534,0
,,,,
756,-16188,4092,1529,0
,,,,
796,-16028,4044,1535,0
,,,,
748,-16084,4116,1535,0
,,,,
844,-16156,4200,1525,0
,,,,
888,-16152,4016,1535,0
,,,,
968,-15956,3964,1519,0
,,,,
820,-16020,3868,1535,0
,,,,
912,-16044,4048,1534,0
,,,,
1016,-16056,4024,1535,0
,,,,
1128,-16072,4120,1533,0
,,,,
1016,-16080,4128,1552,0
,,,,
940,-16224,4008,1525,0
,,,,
1024,-16136,3952,1533,0
,,,,
1096,-16084,4096,1524,0
,,,,
904,-15980,3932,1530,0
,,,,
848,-16052,3920,1554,0
,,,,
820,-16072,4124,1532,0
,,,,
944,-16244,4128,1531,0
,,,,
1032,-16360,4228,1524,0
,,,,
1108,-16396,3940,1527,0
,,,,
1080,-16192,4168,1562,0
,,,,
936,-16148,4316,1531,0
,,,,
1112,-16064,4164,1526,0
,,,,
916,-15960,4272,1534,0
,,,,
1116,-16004,4484,1533,0
,,,,
1128,-16196,4496,1566,0
,,,,
1120,-16548,4412,1531,0
,,,,
1108,-16672,4088,1528,0
,,,,
964,-16728,3904,1530,0
,,,,
916,-16760,4016,1532,0
,,,,
1020,-16820,3928,1502,0
,,,,
988,-16632,4196,1526,0
,,,,
888,-16480,4316,1532,0
,,,,
856,-16232,4212,1533,0
,,,,
884,-16212,4180,1551,0
,,,,
848,-16072,4124,1504,0
,,,,
748,-16232,4088,1535,0
,,,,
700,-16388,3984,1547,0
,,,,
764,-16400,4088,1535,0
,,,,
984,-16376,4216,1552,0
,,,,
880,-16296,4168,1571,0
,,,,
952,-16176,4260,1535,0
,,,,
972,-16164,4044,1535,0
,,,,
1052,-16132,4088,1542,0
,,,,
872,-16168,3956,1531,0
,,,,
744,-16208,4060,1573,0
,,,,
868,-16388,4180,1543,0
,,,,
988,-16420,4220,1535,0
,,,,
1124,-16456,4160,1531,0
,,,,
1036,-16332,4212,1552,0
,,,,
868,-16196,4216,1579,0
,,,,
868,-16080,4232,1542,0
,,,,
808,-16092,4240,1535,0
,,,,
968,-16168,4336,1534,0
,,,,
1008,-16364,4404,1535,0
,,,,
1028,-16316,4408,1489,0
,,,,
1144,-16236,4152,1535,0
,,,,
912,-16332,4136,1535,0
,,,,
948,-16208,4252,1534,0
,,,,
1024,-16232,4224,1535,0
,,,,
1056,-16252,4336,1583,0
,,,,
1064,-16296,4212,1519,0
,,,,
972,-16220,4260,1535,0
,,,,
916,-16316,4104,1533,0
,,,,
1032,-16288,4140,1535,0
,,,,
1104,-16444,4100,1571,0
,,,,
1108,-16552,4076,1502,0
,,,,
972,-16368,4200,1531,0
,,,,
900,-16124,4260,1534,0
,,,,
1156,-16100,4160,1535,0
,,,,
1076,-16264,4260,1535,0
,,,,
1208,-16300,4184,1503,0
,,,,
1180,-16388,4068,1529,0
,,,,
1184,-16384,4136,1534,0
,,,,
944,-16272,4328,1554,0
,,,,
948,-16364,4296,1532,0
,,,,
856,-16372,4216,1562,0
,,,,
1048,-16316,4156,1534,0
,,,,
1136,-16304,4164,1535,0
,,,,
1112,-16332,4248,1555,0
,,,,
1084,-16472,4132,1535,0
,,,,
1200,-16284,4164,1569,0
,,,,
1176,-16304,4128,1535,0
,,,,
1200,-16228,4328,1544,0
,,,,
1176,-16128,4448,1520,0
,,,,
1040,-16236,4232,1530,0
,,,,
1020,-16172,4172,1509,0
,,,,
1212,-16192,4148,1535,0
,,,,
1408,-16308,4200,1535,0
,,,,
1220,-16384,4152,1532,0
,,,,
1140,-16244,4288,1534,0
,,,,
1160,-16116,4272,1515,0
,,,,
1124,-15916,4312,1535,0
,,,,
1068,-15992,4280,1533,0
,,,,
1232,-16076,4120,1532,0
,,,,
1252,-16096,4088,1535,0
,,,,
1216,-16236,4096,1520,0
,,,,
1184,-16276,4100,1535,0
,,,,
1064,-16216,4088,1535,0
,,,,
1120,-16296,4232,1546,0
,,,,
1136,-16144,4132,1527,0
,,,,
1100,-16084,4068,1535,0
,,,,
1132,-16060,4128,1526,0
,,,,
1104,-16160,4028,1522,0
,,,,
1188,-16180,4284,1510,0
,,,,
1096,-16168,4248,1551,0
,,,,
1092,-16140,4528,1565,0
,,,,
1056,-16092,4356,1535,0
,,,,
1132,-16180,4428,1529,0
,,,,
1128,-16292,4376,1535,0
,,,,
1248,-16360,4436,1527,0
,,,,
1180,-16364,4304,1563,0
,,,,
1160,-16352,4332,1530,0
,,,,
1116,-16200,4428,1523,0
,,,,
1156,-16292,4516,1531,0
,,,,
1088,-16160,4552,1526,0
,,,,
1168,-16244,4432,1498,0
,,,,
1036,-16380,4264,1542,0
,,,,
992,-16300,4172,1525,0
,,,,
988,-16188,4284,1531,0
,,,,
996,-16232,4264,1530,0
,,,,
1120,-16368,4536,1499,0
,,,,
1052,-16260,4268,1531,0
,,,,
972,-16112,4296,1529,0
,,,,
1028,-16116,4276,1527,0
,,,,
928,-16180,4464,1525,0
,,,,
992,-16360,4396,1564,0
,,,,
1056,-16212,4376,1532,0
,,,,
1076,-16336,4216,1523,0
,,,,
996,-16176,4280,1522,0
,,,,
900,-16236,4080,1521,0
,,,,
860,-16128,4052,1570,0
,,,,
876,-16212,4108,1529,0
,,,,
952,-16224,4316,1528,0
,,,,
936,-16252,4172,1526,0
,,,,
960,-16364,4196,1520,0
,,,,
1056,-16324,4100,1481,0
,,,,
1040,-16388,3960,1526,0
,,,,
932,-16460,4012,1527,0
,,,,
956,-16400,4020,1531,0
,,,,
992,-16520,4024,1520,0
,,,,
864,-16384,3948,1493,0
,,,,
1072,-16412,4308,1534,0
,,,,
1080,-16672,4196,1535,0
,,,,
924,-16680,4192,1545,0
,,,,
844,-16592,4036,1520,0
,,,,
956,-16360,4296,1582,0
,,,,
964,-16244,4348,1546,0
,,,,
940,-16272,4212,1551,0
,,,,
968,-16400,4272,1554,0
,,,,
1084,-16632,4148,1566,0
,,,,
996,-16568,4244,1586,0
,,,,
992,-16540,4084,1546,0
,,,,
1064,-16520,4124,1546,0
,,,,
872,-16332,4068,1547,0
,,,,
1036,-16292,4076,1569,0
,,,,
1096,-16208,4032,1511,0
,,,,
1148,-16308,4012,1535,0
,,,,
1008,-16160,3972,1549,0
,,,,
896,-16020,4028,1550,0
,,,,
900,-15852,4156,1543,0
,,,,
1004,-15948,4360,1507,0
,,,,
964,-15788,4228,1543,0
,,,,
956,-15848,4260,1535,0
,,,,
1132,-15768,4268,1534,0
,,,,
1044,-15872,4052,1535,0
,,,,
1100,-16252,3960,1555,0
,,,,
1092,-16504,4032,1568,0
,,,,
1284,-16668,4016,1535,0
,,,,
1304,-16756,3964,1543,0
,,,,
1248,-16580,4260,1548,0
,,,,
1028,-16284,4432,1551,0
,,,,
1088,-16056,4408,1507,0
,,,,
1004,-16020,4524,1543,0
,,,,
1048,-16192,4472,1543,0
,,,,
1272,-16496,4296,1535,0
,,,,
1288,-16592,4168,1531,0
,,,,
1212,-16668,4064,1498,0
,,,,
1092,-16576,4100,1543,0
,,,,
1104,-16516,4180,1535,0
,,,,
1024,-16376,4280,1543,0
,,,,
1104,-16332,4284,1525,0
,,,,
968,-16404,4272,1569,0
,,,,
1068,-16328,4304,1547,0
,,,,
888,-16296,4108,1547,0
,,,,
900,-16296,4160,1547,0
,,,,
1140,-16168,4200,1551,0
,,,,
1076,-16248,4380,1567,0
,,,,
980,-16364,4336,1546,0
,,,,
1032,-16284,4288,1545,0
,,,,
1040,-16244,4144,1546,0
,,,,
1064,-16232,4024,1535,0
,,,,
1140,-16168,4144,1552,0
,,,,
1268,-16224,4160,1547,0
,,,,
1380,-16228,4236,1545,0
,,,,
1236,-16176,4316,1530,0
,,,,
1132,-16220,4140,1549,0
,,,,
1032,-16052,4220,1543,0
,,,,
1092,-16056,4216,1549,0
,,,,
1156,-16108,4132,1549,0
,,,,
1272,-16292,4168,1552,0
,,,,
1304,-16316,4084,1544,0
,,,,
1224,-16280,4208,1520,0
,,,,
1216,-16184,4212,1529,0
,,,,
1164,-16156,4044,1533,0
,,,,
1160,-16096,3980,1544,0
,,,,
1228,-16148,4076,1530,0
,,,,
1224,-16276,3892,1521,0
,,,,
1204,-16288,3840,1529,0
,,,,
1116,-16220,3932,1530,0
,,,,
1052,-16396,4052,1535,0
,,,,
1088,-16448,3972,1525,0
,,,,
1092,-16380,3900,1527,0
,,,,
1288,-16204,3920,1533,0
,,,,
1100,-16048,3952,1535,0
,,,,
1104,-15968,3996,1527,0
,,,,
1260,-16168,4080,1571,0
,,,,
1336,-16232,4212,1569,0
,,,,
1264,-16296,3976,1533,0
,,,,
1280,-16496,3944,1534,0
,,,,
1248,-16336,3800,1527,0
,,,,
1264,-16296,3932,1547,0
,,,,
1220,-16300,4056,1488,0
,,,,
1172,-16284,4140,1535,0
,,,,
1392,-16308,4224,1534,0
,,,,
1272,-16296,4140,1530,0
,,,,
1228,-16172,4164,1507,0
,,,,
1076,-16112,4012,1492,0
,,,,
1008,-16212,3916,1529,0
,,,,
1204,-16384,4260,1543,0
,,,,
1292,-16460,4232,1533,0
,,,,
1324,-16528,4216,1505,0
,,,,
1212,-16496,4144,1559,0
