AcX,AcY,AcZ,FSR A,FSR B
,,,,
-14176,-6684,-2480,1211,0
,,,,
-14204,-6720,-2720,1207,0
,,,,
-14312,-6828,-2520,1209,0
,,,,
-14212,-6840,-2644,1216,0
,,,,
-14260,-6728,-2540,1212,0
,,,,
-14208,-6676,-2460,1209,0
,,,,
-14088,-6676,-2488,1214,0
,,,,
-14156,-6728,-2568,1213,0
,,,,
-14192,-6632,-2556,1239,0
,,,,
-14120,-6656,-2488,1216,0
,,,,
-14160,-6688,-2392,1210,0
,,,,
-14052,-6720,-2608,1211,0
,,,,
-14120,-6736,-2464,1211,0
,,,,
-14120,-6740,-2536,1183,0
,,,,
-14124,-6672,-2612,1209,0
,,,,
-14136,-6656,-2532,1210,0
,,,,
-14056,-6736,-2632,1214,0
,,,,
-14228,-6760,-2544,1197,0
,,,,
-14316,-6672,-2552,1165,0
,,,,
-14120,-6752,-2612,1212,0
,,,,
-14164,-6692,-2524,1213,0
,,,,
-14224,-6716,-2636,1218,0
,,,,
-14248,-6724,-2488,1196,0
,,,,
-14132,-6620,-2492,1255,0
,,,,
-14108,-6712,-2616,1207,0
,,,,
-14140,-6692,-2576,1207,0
,,,,
-14044,-6704,-2536,1216,0
,,,,
-14188,-6660,-2556,1232,0
,,,,
-14140,-6696,-2544,1264,0
,,,,
-14176,-6696,-2572,1216,0
,,,,
-14120,-6716,-2468,1213,0
,,,,
-14120,-6712,-2516,1207,0
,,,,
-14228,-6860,-2596,1233,0
,,,,
-14196,-6848,-2516,1184,0
,,,,
-14200,-6760,-2452,1217,0
,,,,
-14164,-6824,-2496,1210,0
,,,,
-14152,-6860,-2528,1210,0
,,,,
-14208,-6760,-2520,1211,0
,,,,
-14168,-6736,-2552,1190,0
,,,,
-14236,-6748,-2680,1215,0
,,,,
-14164,-6808,-2404,1216,0
,,,,
-14024,-6696,-2424,1226,0
,,,,
-14052,-6752,-2568,1215,0
,,,,
-14100,-6776,-2452,1251,0
,,,,
-14212,-6720,-2384,1211,0
,,,,
-14220,-6824,-2472,1207,0
,,,,
-14164,-6692,-2476,1216,0
,,,,
-14096,-6724,-2476,1174,0
,,,,
-14132,-6864,-2584,1247,0
,,,,
-14172,-6876,-2532,1216,0
,,,,
-14044,-6832,-2604,1211,0
,,,,
-14032,-6840,-2712,1216,0
,,,,
-14076,-6740,-2652,1171,0
,,,,
-14188,-6788,-2536,1211,0
,,,,
-14060,-6764,-2600,1213,0
,,,,
-14032,-6644,-2540,1235,0
,,,,
-14072,-6700,-2628,1214,0
,,,,
-14180,-6624,-2612,1187,0
,,,,
-14176,-6816,-2624,1207,0
,,,,
-14164,-6816,-2556,1222,0
,,,,
-14120,-6764,-2672,1226,0
,,,,
-14072,-6796,-2576,1217,0
,,,,
-14100,-6820,-2500,1213,0
,,,,
-14140,-6796,-2520,1210,0
,,,,
-14228,-6620,-2640,1214,0
,,,,
-14092,-6732,-2528,1216,0
,,,,
-14180,-6704,-2564,1217,0
,,,,
-14136,-6632,-2524,1200,0
,,,,
-14068,-6744,-2376,1216,0
,,,,
-13984,-6696,-2536,1217,0
,,,,
-14176,-6732,-2520,1216,0
,,,,
-14112,-6704,-2624,1189,0
,,,,
-14128,-6756,-2620,1165,0
,,,,
-14160,-6740,-2468,1213,0
,,,,
-14044,-6800,-2564,1210,0
,,,,
-14088,-6824,-2476,1211,0
,,,,
-14208,-6704,-2384,1187,0
,,,,
-14236,-6768,-2436,1230,0
,,,,
-14212,-6768,-2544,1213,0
,,,,
-14068,-6784,-2460,1216,0
,,,,
-14220,-6724,-2424,1214,0
,,,,
-14152,-6808,-2496,1221,0
,,,,
-14204,-6764,-2396,1253,0
,,,,
-14144,-6860,-2664,1213,0
,,,,
-14124,-6796,-2492,1213,0
,,,,
-14152,-6732,-2504,1202,0
,,,,
-14072,-6856,-2664,1216,0
,,,,
-14144,-6640,-2548,1200,0
,,,,
-14092,-6724,-2636,1219,0
,,,,
-14032,-6692,-2524,1216,0
,,,,
-14044,-6652,-2592,1210,0
,,,,
-14128,-6752,-2584,1216,0
,,,,
-14124,-6800,-2644,1182,0
,,,,
-14160,-6776,-2528,1206,0
,,,,
-14192,-6688,-2656,1211,0
,,,,
-14140,-6692,-2608,1214,0
,,,,
-14152,-6768,-2708,1216,0
,,,,
-14084,-6688,-2720,1251,0
,,,,
-14092,-6728,-2764,1210,0
,,,,
-14024,-6784,-2660,1217,0
,,,,
-14004,-6692,-2688,1211,0
,,,,
-13980,-6732,-2788,1217,0
,,,,
-13920,-6652,-2684,1254,0
,,,,
-14008,-6716,-2772,1211,0
,,,,
-14048,-6764,-2656,1218,0
,,,,
-14020,-6720,-2852,1202,0
,,,,
-14008,-6752,-2732,1225,0
,,,,
-13900,-6776,-2752,1163,0
,,,,
-13864,-6812,-2728,1214,0
,,,,
-13900,-6808,-2688,1216,0
,,,,
-14008,-6856,-2764,1201,0
,,,,
-14080,-6924,-2704,1221,0
,,,,
-14264,-6752,-2756,1183,0
,,,,
-14408,-6684,-2800,1217,0
,,,,
-14392,-6780,-2756,1218,0
,,,,
-14512,-6752,-2740,1206,0
,,,,
-14500,-6648,-2508,1218,0
,,,,
-14436,-6708,-2512,1264,0
,,,,
-14372,-6636,-2344,1217,0
,,,,
-14272,-6736,-2460,1223,0
,,,,
-14284,-6764,-2476,1200,0
,,,,
-14264,-6636,-2480,1219,0
,,,,
-14300,-6588,-2336,1248,0
,,,,
-14184,-6628,-2536,1220,0
,,,,
-14132,-6700,-2432,1217,0
,,,,
-14004,-6704,-2508,1237,0
,,,,
-14088,-6676,-2444,1216,0
,,,,
-14180,-6708,-2556,1214,0
,,,,
-14128,-6696,-2656,1221,0
,,,,
-14100,-6680,-2700,1224,0
,,,,
-14160,-6752,-2704,1217,0
,,,,
-14068,-6712,-2584,1232,0
,,,,
-14208,-6728,-2576,1235,0
,,,,
-14148,-6740,-2640,1218,0
,,,,
-14188,-6732,-2516,1217,0
,,,,
-14240,-6640,-2704,1227,0
,,,,
-14268,-6612,-2616,1232,0
,,,,
-14280,-6608,-2684,1193,0
,,,,
-14180,-6408,-2696,1222,0
,,,,
-14268,-6444,-2672,1221,0
,,,,
-14236,-6556,-2644,1216,0
,,,,
-14272,-6640,-2688,1195,0
,,,,
-14160,-6588,-2688,1179,0
,,,,
-14212,-6556,-2740,1223,0
,,,,
-14136,-6652,-2616,1219,0
,,,,
-14188,-6544,-2584,1223,0
,,,,
-14136,-6692,-2752,1206,0
,,,,
-14160,-6712,-2608,1265,0
,,,,
-14192,-6648,-2672,1227,0
,,,,
-14164,-6608,-2684,1219,0
,,,,
-14224,-6640,-2776,1206,0
,,,,
-14256,-6680,-2604,1216,0
,,,,
-14204,-6708,-2544,1265,0
,,,,
-14184,-6672,-2524,1226,0
,,,,
-14344,-6596,-2636,1225,0
,,,,
-14228,-6728,-2488,1226,0
,,,,
-14236,-6664,-2616,1226,0
,,,,
-14200,-6772,-2648,1187,0
,,,,
-14052,-6720,-2560,1218,0
,,,,
-14272,-6684,-2528,1219,0
,,,,
-14224,-6732,-2416,1232,0
,,,,
-14192,-6772,-2324,1218,0
,,,,
-14164,-6824,-2384,1197,0
,,,,
-14112,-6704,-2392,1229,0
,,,,
-14020,-6708,-2460,1223,0
,,,,
-14088,-6648,-2580,1230,0
,,,,
-14044,-6788,-2700,1227,0
,,,,
-14188,-6916,-2716,1259,0
,,,,
-14160,-6840,-2588,1219,0
,,,,
-14224,-6708,-2564,1226,0
,,,,
-14100,-6644,-2616,1217,0
,,,,
-14160,-6736,-2560,1230,0
,,,,
-14200,-6688,-2656,1225,0
,,,,
-14256,-6648,-2488,1223,0
,,,,
-14220,-6576,-2556,1229,0
,,,,
-14252,-6640,-2544,1218,0
,,,,
-14344,-6716,-2456,1220,0
,,,,
-14084,-6744,-2568,1216,0
,,,,
-14228,-6824,-2512,1223,0
,,,,
-14104,-6756,-2644,1227,0
,,,,
-14264,-6760,-2736,1222,0
,,,,
-14188,-6700,-2752,1242,0
,,,,
-14176,-6660,-2712,1249,0
,,,,
-14104,-6632,-2636,1225,0
,,,,
-14040,-6624,-2616,1223,0
,,,,
-14168,-6712,-2536,1200,0
,,,,
-13976,-6660,-2628,1232,0
,,,,
-14124,-6724,-2644,1251,0
,,,,
-14124,-6636,-2624,1242,0
,,,,
-14224,-6748,-2752,1247,0
,,,,
-14120,-6812,-2616,1239,0
,,,,
-14168,-6840,-2648,1249,0
,,,,
-14220,-6692,-2564,1228,0
,,,,
-14096,-6760,-2636,1249,0
,,,,
-14104,-6724,-2628,1251,0
,,,,
-14180,-6648,-2500,1249,0
,,,,
-14100,-6828,-2524,1257,0
,,,,
-14096,-6768,-2632,1274,0
,,,,
-14120,-6696,-2716,1241,0
,,,,
-14108,-6740,-2536,1243,0
,,,,
-14168,-6732,-2552,1244,0
,,,,
-14104,-6720,-2528,1264,0
,,,,
-14220,-6704,-2616,1292,0
,,,,
-14276,-6688,-2712,1245,0
,,,,
-14180,-6820,-2544,1247,0
,,,,
-14300,-6740,-2480,1241,0
,,,,
-14264,-6784,-2504,1261,0
,,,,
-14196,-6752,-2488,1199,0
,,,,
-14124,-6680,-2464,1239,0
,,,,
-14132,-6808,-2336,1238,0
,,,,
-14196,-6728,-2500,1245,0
,,,,
-14208,-6792,-2512,1203,0
,,,,
-14164,-6596,-2372,1191,0
,,,,
-14132,-6664,-2532,1245,0
,,,,
-14108,-6808,-2536,1244,0
,,,,
-14288,-6792,-2400,1243,0
,,,,
-14168,-6816,-2496,1215,0
,,,,
-14292,-6732,-2660,1297,0
,,,,
-14108,-6848,-2448,1246,0
,,,,
-14212,-6704,-2440,1249,0
,,,,
-14092,-6640,-2460,1232,0
,,,,
-14208,-6692,-2408,1279,0
,,,,
-14144,-6684,-2452,1295,0
,,,,
-14044,-6736,-2384,1245,0
,,,,
-14100,-6672,-2556,1250,0
,,,,
-13912,-6788,-2456,1259,0
,,,,
-14088,-6796,-2488,1290,0
,,,,
-14132,-6800,-2536,1214,0
,,,,
-14068,-6816,-2460,1251,0
,,,,
-14168,-6780,-2472,1249,0
,,,,
-14084,-6704,-2548,1278,0
,,,,
-14188,-6688,-2420,1225,0
,,,,
-14180,-6828,-2588,1253,0
,,,,
-14268,-6704,-2484,1249,0
,,,,
-14228,-6664,-2648,1247,0
,,,,
-14280,-6828,-2500,1244,0
,,,,
-14152,-6904,-2504,1242,0
,,,,
-14196,-6812,-2268,1297,0
,,,,
-14208,-6824,-2452,1240,0
,,,,
-14164,-6872,-2420,1245,0
,,,,
-14168,-6804,-2428,1251,0
,,,,
-14176,-6740,-2448,1278,0
,,,,
-14144,-6752,-2288,1217,0
,,,,
-14132,-6692,-2196,1250,0
,,,,
-14060,-6728,-2356,1249,0
,,,,
-14052,-6844,-2372,1248,0
,,,,
-14064,-6856,-2244,1264,0
,,,,
-14152,-6860,-2212,1258,0
,,,,
-14076,-6932,-2376,1249,0
,,,,
-14136,-6760,-2404,1253,0
,,,,
-14040,-6768,-2200,1242,0
,,,,
-14056,-6692,-2232,1230,0
,,,,
-14228,-6716,-2184,1255,0
,,,,
-14112,-6696,-2268,1245,0
,,,,
-14148,-6676,-2328,1250,0
,,,,
-14156,-6668,-2272,1230,0
,,,,
-14140,-6728,-2188,1232,0
,,,,
-14120,-6796,-2216,1239,0
,,,,
-14156,-6724,-2292,1237,0
,,,,
-14144,-6756,-2228,1219,0
,,,,
-14120,-6776,-2180,1216,0
,,,,
-14188,-6768,-2244,1264,0
,,,,
-14120,-6748,-2172,1225,0
,,,,
-14060,-6816,-2304,1225,0
,,,,
-14160,-6876,-2236,1230,0
,,,,
-14216,-6828,-2268,1232,0
,,,,
-14152,-6920,-2224,1249,0
,,,,
-14188,-6820,-2340,1228,0
,,,,
-14196,-6816,-2144,1218,0
,,,,
-14072,-6916,-2172,1225,0
,,,,
-14044,-6828,-2296,1223,0
,,,,
-14156,-6872,-2180,1229,0
,,,,
-14208,-6888,-2340,1219,0
,,,,
-14152,-6824,-2188,1227,0
,,,,
-14168,-6944,-2268,1218,0
,,,,
-14276,-6932,-2380,1229,0
,,,,
-14156,-6968,-2360,1243,0
,,,,
-14228,-6868,-2404,1225,0
,,,,
-14280,-6808,-2360,1227,0
,,,,
-14164,-6992,-2348,1219,0
,,,,
-14116,-6872,-2276,1244,0
,,,,
-14276,-6812,-2420,1215,0
,,,,
-14188,-6900,-2348,1242,0
,,,,
-14040,-6868,-2448,1249,0
,,,,
-14072,-6840,-2516,1246,0
,,,,
-14004,-6904,-2432,1245,0
,,,,
-14088,-6852,-2400,1202,0
,,,,
-14088,-6908,-2412,1245,0
,,,,
-14128,-6932,-2512,1246,0
,,,,
-14116,-6896,-2392,1243,0
,,,,
-14176,-6892,-2488,1242,0
,,,,
-14172,-6884,-2380,1243,0
,,,,
-14180,-6808,-2524,1245,0
,,,,
-14200,-6856,-2548,1243,0
,,,,
-14156,-6744,-2516,1243,0
,,,,
-14192,-6788,-2576,1227,0
,,,,
-14228,-6808,-2536,1259,0
,,,,
-14116,-6900,-2356,1245,0
,,,,
-14072,-6852,-2244,1246,0
,,,,
-14280,-6920,-2396,1245,0
,,,,
-14324,-6792,-2496,1232,0
,,,,
-14204,-6712,-2348,1260,0
,,,,
-14060,-6764,-2284,1237,0
,,,,
-14004,-6800,-2132,1233,0
,,,,
-14160,-6860,-2156,1238,0
,,,,
-14120,-6740,-2284,1232,0
,,,,
-14152,-6684,-2400,1237,0
,,,,
-14132,-6796,-2252,1235,0
,,,,
-14108,-6756,-2400,1232,0
,,,,
-14200,-6812,-2356,1243,0
,,,,
-14064,-6816,-2312,1234,0
,,,,
-14148,-6792,-2192,1227,0
,,,,
-14176,-6860,-2448,1238,0
,,,,
-14232,-6776,-2192,1267,0
,,,,
-14160,-6824,-2384,1246,0
,,,,
-14076,-6824,-2208,1233,0
,,,,
-14120,-6760,-2112,1234,0
,,,,
-14160,-6712,-2312,1246,0
,,,,
-14060,-6776,-2436,1238,0
,,,,
-13996,-6720,-2264,1242,0
,,,,
-13988,-6644,-2324,1237,0
,,,,
-14024,-6608,-2356,1221,0
,,,,
-14084,-6668,-2360,1219,0
,,,,
-14080,-6684,-2360,1221,0
,,,,
-14248,-6748,-2440,1221,0
,,,,
-14200,-6856,-2376,1216,0
,,,,
-14384,-6840,-2500,1194,0
,,,,
-14208,-6880,-2432,1225,0
,,,,
-14220,-6992,-2372,1219,0
,,,,
-14172,-6868,-2432,1223,0
,,,,
-13996,-6880,-2312,1242,0
,,,,
-14076,-6888,-2308,1249,0
,,,,
-14212,-6780,-2416,1245,0
,,,,
-14132,-6716,-2384,1239,0
,,,,
-14260,-6768,-2520,1245,0
,,,,
-14240,-6724,-2424,1231,0
,,,,
-14188,-6764,-2392,1238,0
,,,,
-14232,-6800,-2424,1244,0
,,,,
-14028,-6804,-2408,1237,0
,,,,
-13992,-6808,-2500,1237,0
,,,,
-14096,-6732,-2340,1233,0
,,,,
-14024,-6732,-2528,1248,0
,,,,
-14080,-6800,-2500,1243,0
,,,,
-14044,-6744,-2620,1243,0
,,,,
-14092,-6800,-2572,1210,0
,,,,
-14100,-6936,-2484,1243,0
,,,,
-14144,-6860,-2520,1269,0
,,,,
-14052,-6856,-2460,1237,0
,,,,
-14240,-6800,-2372,1234,0
,,,,
-14292,-6784,-2440,1241,0
,,,,
-14336,-6568,-2488,1244,0
,,,,
-14232,-6584,-2548,1232,0
,,,,
-14116,-6616,-2492,1239,0
,,,,
-14408,-6544,-2440,1233,0
,,,,
-14308,-6584,-2676,1237,0
,,,,
-14416,-6708,-2544,1239,0
,,,,
-14384,-6900,-2692,1264,0
,,,,
-14504,-6988,-2700,1234,0
,,,,
-14256,-6984,-2448,1243,0
,,,,
-14116,-6888,-2460,1239,0
,,,,
-14088,-6864,-2292,1242,0
,,,,
-14064,-6596,-2208,1202,0
,,,,
-14112,-6508,-2452,1239,0
,,,,
-14084,-6544,-2388,1243,0
,,,,
-14052,-6536,-2360,1245,0
,,,,
-14004,-6700,-2508,1230,0
,,,,
-14076,-6700,-2324,1227,0
,,,,
-14120,-6724,-2460,1237,0
,,,,
-13992,-6852,-2540,1232,0
,,,,
-14120,-6712,-2656,1239,0
,,,,
-14116,-6524,-2584,1235,0
,,,,
-14136,-6588,-2376,1221,0
,,,,
-14136,-6664,-2408,1218,0
,,,,
-14204,-6560,-2432,1221,0
,,,,
-14168,-6728,-2536,1232,0
,,,,
-14148,-6624,-2396,1168,0
,,,,
-14308,-6596,-2672,1246,0
,,,,
-14208,-6584,-2688,1243,0
,,,,
-14172,-6676,-2520,1247,0
,,,,
-14180,-6744,-2584,1253,0
,,,,
-14108,-6888,-2596,1204,0
,,,,
-14120,-6824,-2592,1241,0
,,,,
-14284,-6820,-2556,1245,0
,,,,
-14180,-6816,-2604,1249,0
,,,,
-14124,-6784,-2708,1207,0
,,,,
-14156,-6776,-2676,1296,0
,,,,
-14104,-6752,-2592,1243,0
,,,,
-14124,-6760,-2604,1242,0
,,,,
-14252,-6788,-2388,1239,0
,,,,
-14168,-6796,-2584,1245,0
,,,,
-14204,-6648,-2580,1293,0
,,,,
-14052,-6748,-2532,1249,0
,,,,
-14128,-6728,-2476,1252,0
,,,,
-14096,-6788,-2520,1246,0
,,,,
-14072,-6776,-2364,1245,0
,,,,
-13904,-6720,-2404,1201,0
,,,,
-14072,-6672,-2364,1239,0
,,,,
-14180,-6748,-2504,1242,0
,,,,
-14208,-6936,-2480,1247,0
,,,,
-14180,-6772,-2428,1246,0
,,,,
-14048,-6816,-2584,1207,0
,,,,
-14200,-6832,-2492,1238,0
,,,,
-14124,-6844,-2412,1238,0
,,,,
-14024,-6936,-2408,1247,0
,,,,
-14048,-6912,-2616,1241,0
,,,,
-14240,-6844,-2516,1287,0
,,,,
-14184,-6696,-2496,1241,0
,,,,
-14108,-6748,-2552,1245,0
,,,,
-14220,-6752,-2392,1244,0
,,,,
-14120,-6748,-2692,1254,0
,,,,
-14180,-6628,-2488,1282,0
,,,,
-14124,-6760,-2656,1243,0
,,,,
-14196,-6772,-2532,1243,0
,,,,
-14284,-6856,-2588,1242,0
,,,,
-14084,-6780,-2512,1264,0
,,,,
-14216,-6840,-2612,1200,0
,,,,
-14072,-6744,-2464,1242,0
,,,,
-14112,-6756,-2536,1249,0
,,,,
-14052,-6772,-2508,1232,0
,,,,
-14096,-6812,-2588,1229,0
,,,,
-14048,-6824,-2688,1200,0
,,,,
-14160,-6816,-2676,1243,0
,,,,
-14184,-6712,-2576,1238,0
,,,,
-14140,-6740,-2584,1249,0
,,,,
-14132,-6784,-2492,1248,0
,,,,
-14100,-6724,-2732,1284,0
,,,,
-14160,-6724,-2460,1238,0
,,,,
-14228,-6756,-2436,1245,0
,,,,
-14208,-6752,-2460,1234,0
,,,,
-14184,-6772,-2508,1239,0
,,,,
-14276,-6864,-2368,1264,0
,,,,
-14260,-6744,-2364,1233,0
,,,,
-14252,-6944,-2440,1232,0
,,,,
-14220,-6940,-2472,1239,0
,,,,
-14132,-6912,-2320,1247,0
,,,,
-14276,-6960,-2328,1225,0
,,,,
-14444,-6956,-2264,1226,0
,,,,
-14340,-6808,-2136,1223,0
,,,,
-14276,-6900,-1868,1223,0
,,,,
-14348,-7000,-1620,1226,0
,,,,
-14400,-7144,-1600,1248,0
,,,,
-14228,-7204,-1428,1198,0
,,,,
-14088,-7608,-1580,1227,0
,,,,
-14072,-7584,-1428,1222,0
,,,,
-14232,-7544,-1320,1225,0
,,,,
-14236,-7660,-1560,1197,0
,,,,
-14136,-7772,-1124,1222,0
,,,,
-14064,-8028,-1120,1227,0
,,,,
-14172,-8284,-888,1226,0
,,,,
-14004,-8564,-940,1232,0
,,,,
-13892,-8784,-716,1181,0
,,,,
-13976,-8848,-676,1227,0
,,,,
-14064,-9064,-480,1228,0
,,,,
-13800,-8900,-316,1212,0
,,,,
-13800,-8584,-104,1221,0
,,,,
-13884,-8684,-36,1279,0
,,,,
-13992,-8488,180,1232,0
,,,,
-13876,-8804,64,1231,0
,,,,
-14028,-9084,-148,1232,0
,,,,
-14196,-9304,-108,1229,0
,,,,
-14036,-9364,-48,1280,0
,,,,
-13836,-9432,-224,1232,0
,,,,
-13896,-9500,-144,1231,0
,,,,
-13968,-9664,40,1218,0
,,,,
-14080,-9772,-80,1234,0
,,,,
-14132,-9708,228,1219,0
,,,,
-14056,-9940,256,1233,0
,,,,
-13740,-10392,328,1232,0
,,,,
-13604,-10524,524,1248,0
,,,,
-13924,-10456,852,1232,0
,,,,
-13856,-10476,852,1195,0
,,,,
-13816,-10492,1036,1227,0
,,,,
-13676,-10772,972,1232,0
,,,,
-13328,-11184,1060,1227,0
,,,,
-13360,-11656,1016,1236,0
,,,,
-13456,-11944,1060,1232,0
,,,,
-13468,-12204,1248,1230,0
,,,,
-13364,-12272,1392,1232,0
,,,,
-13240,-12240,1340,1233,0
,,,,
-13236,-12160,1552,1247,0
,,,,
-13012,-12160,1556,1278,0
,,,,
-12836,-12320,1708,1232,0
,,,,
-12560,-12440,1588,1254,0
,,,,
-12300,-12640,1680,1263,0
,,,,
-12340,-12804,1712,1265,0
,,,,
-12332,-12880,1640,1266,0
,,,,
-12256,-12840,1996,1251,0
,,,,
-11956,-12816,2100,1252,0
,,,,
-11644,-13028,2376,1254,0
,,,,
-11380,-13264,2404,1264,0
,,,,
-11024,-13672,2612,1248,0
,,,,
-10500,-14156,2648,1253,0
,,,,
-10468,-14368,2604,1250,0
,,,,
-10708,-14416,2636,1230,0
,,,,
-10332,-14476,2740,1250,0
,,,,
-10200,-14668,2648,1267,0
,,,,
-10212,-14480,2816,1294,0
,,,,
-9812,-14216,2952,1293,0
,,,,
-9516,-14220,3196,1264,0
,,,,
-9012,-14276,3108,1300,0
,,,,
-8828,-14500,3096,1308,0
,,,,
-8844,-14552,2860,1296,0
,,,,
-8948,-14532,2648,1293,0
,,,,
-8804,-14328,2888,1299,0
,,,,
-8424,-14072,3036,1293,0
,,,,
-8064,-13892,2952,1247,0
,,,,
-7524,-13912,3104,1285,0
,,,,
-7076,-14060,3188,1295,0
,,,,
-6844,-14076,3020,1289,0
,,,,
-6784,-14160,2964,1305,0
,,,,
-6588,-14328,3076,1305,0
,,,,
-6124,-14560,3016,1270,0
,,,,
-6088,-14812,3236,1266,0
,,,,
-5868,-14832,3356,1264,0
,,,,
-5532,-14840,3788,1280,0
,,,,
-5292,-14568,3960,1298,0
,,,,
-5116,-14320,4160,1271,0
,,,,
-4800,-14428,4200,1277,0
,,,,
-4308,-14616,4424,1275,0
,,,,
-3860,-15192,4204,1233,0
,,,,
-3752,-15444,4160,1294,0
,,,,
-3784,-15440,3888,1269,0
,,,,
-3948,-15408,4324,1264,0
,,,,
-3472,-15356,4232,1285,0
,,,,
-2952,-15452,4616,1270,0
,,,,
-2560,-15340,4532,1277,0
,,,,
-2468,-15208,4548,1261,0
,,,,
-2352,-15068,4592,1263,0
,,,,
-2336,-15088,4460,1247,0
,,,,
-2072,-15352,4336,1261,0
,,,,
-1996,-15404,4152,1281,0
,,,,
-2072,-15552,4140,1261,0
,,,,
-1824,-15704,4388,1265,0
,,,,
-1276,-15620,4524,1286,0
,,,,
-1076,-15860,4700,1269,0
,,,,
-920,-16000,4684,1258,0
,,,,
-996,-16172,4712,1301,0
,,,,
-852,-16412,4992,1301,0
,,,,
-544,-16188,5084,1319,0
,,,,
-348,-16036,4984,1303,0
,,,,
-180,-16000,4924,1270,0
,,,,
-180,-15512,4996,1306,0
,,,,
-176,-15460,4740,1312,0
,,,,
-132,-15444,4768,1345,0
,,,,
396,-15480,4720,1381,0
,,,,
744,-15144,4700,1335,0
,,,,
828,-15148,4624,1342,0
,,,,
952,-15092,4416,1344,0
,,,,
904,-15284,4204,1357,0
,,,,
1024,-15328,4440,1321,0
,,,,
1040,-15600,4340,1343,0
,,,,
1228,-15600,4396,1345,0
,,,,
1256,-15656,4236,1347,0
,,,,
1396,-15388,4304,1351,0
,,,,
1504,-15252,4288,1309,0
,,,,
1624,-15096,4272,1347,0
,,,,
1644,-14796,4336,1354,0
,,,,
1848,-14636,4252,1357,0
,,,,
2128,-14660,4008,1355,0
,,,,
2064,-14320,4284,1400,0
,,,,
1816,-14516,3792,1363,0
,,,,
2944,-14868,4192,1355,0
,,,,
2700,-14828,3944,1357,0
,,,,
2356,-14508,3952,1381,0
,,,,
2456,-14684,3796,1409,0
,,,,
2844,-14712,3664,1387,0
,,,,
2972,-15036,3644,1388,0
,,,,
3144,-14964,3732,1406,0
,,,,
3160,-14832,3664,1400,0
,,,,
3384,-14940,3972,1370,0
,,,,
3144,-15032,3856,1424,0
,,,,
2916,-15028,3960,1429,0
,,,,
3068,-15088,4072,1434,0
,,,,
3352,-15128,4084,1424,0
,,,,
3104,-15028,4016,1418,0
,,,,
3432,-14936,4160,1442,0
,,,,
3432,-15124,3972,1439,0
,,,,
3368,-15484,3932,1461,0
,,,,
3416,-15616,3952,1457,0
,,,,
3508,-15812,3896,1504,0
,,,,
3684,-15816,3876,1467,0
,,,,
3604,-15884,3948,1469,0
,,,,
3376,-15752,4036,1467,0
,,,,
3200,-15512,4172,1471,0
,,,,
3508,-15532,4208,1503,16
,,,,
3620,-15448,4244,1481,0
,,,,
3348,-15660,4032,1481,38
,,,,
3260,-15612,4092,1486,36
,,,,
3348,-15508,3976,1488,38
,,,,
3292,-15532,4180,1473,2
,,,,
3056,-15488,4112,1499,50
,,,,
3136,-15560,4196,1499,64
,,,,
3416,-15648,4292,1499,71
,,,,
3572,-15948,4220,1494,63
,,,,
3460,-16056,4148,1487,47
,,,,
3424,-16072,4160,1505,74
,,,,
3376,-15884,4128,1499,77
,,,,
3496,-15712,3956,1505,80
,,,,
3380,-15552,4104,1501,65
,,,,
3304,-15780,3744,1543,123
,,,,
3372,-15892,3976,1504,80
,,,,
3464,-15852,3944,1506,80
,,,,
3720,-15856,4092,1510,81
,,,,
3504,-15956,3812,1504,84
,,,,
3396,-15896,3908,1520,112
,,,,
3472,-16056,3908,1508,77
,,,,
3528,-15916,3836,1510,80
,,,,
3436,-16004,3760,1507,77
,,,,
3416,-15868,3972,1515,85
,,,,
3556,-15740,3944,1473,49
,,,,
3480,-15644,3912,1508,80
,,,,
3404,-15540,3740,1505,74
,,,,
3356,-15460,3960,1504,72
,,,,
3544,-15604,3692,1499,74
,,,,
3376,-15468,3836,1493,48
,,,,
3356,-15624,3812,1507,79
,,,,
3664,-15824,3792,1508,69
,,,,
3776,-16040,3756,1513,78
,,,,
3676,-16132,3696,1510,77
,,,,
3636,-15940,3664,1530,112
,,,,
3460,-15880,3748,1512,80
,,,,
3304,-15856,3728,1498,80
,,,,
3404,-15880,3920,1503,82
,,,,
3796,-16192,4196,1494,79
,,,,
3776,-16376,4124,1509,86
,,,,
3656,-16356,3944,1514,80
,,,,
3524,-16284,3788,1515,176
,,,,
3196,-16004,3992,1521,176
,,,,
3324,-15992,3996,1532,193
,,,,
3520,-15984,4100,1520,185
,,,,
3572,-16048,4092,1530,128
,,,,
3468,-15968,4264,1529,208
,,,,
3328,-15920,4228,1532,203
,,,,
3576,-16072,4180,1530,141
,,,,
3512,-16132,3932,1552,165
,,,,
3488,-16376,4008,1529,203
,,,,
3688,-16436,3972,1525,224
,,,,
3616,-16592,3948,1535,227
,,,,
3464,-16516,3876,1549,240
,,,,
3484,-16316,3832,1501,229
,,,,
3460,-16240,3816,1547,219
,,,,
3444,-16144,3784,1535,229
,,,,
3556,-16148,3824,1535,158
,,,,
3476,-16196,3740,1522,218
,,,,
3428,-16120,3676,1490,160
,,,,
3620,-16104,3660,1546,170
,,,,
3548,-15924,3540,1552,179
,,,,
3304,-15788,3476,1552,176
,,,,
3212,-15620,3544,1543,174
,,,,
3192,-15544,3504,1575,176
,,,,
